instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13441,19-07-2012,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,5,35,40
13442,19-07-2012,3,1,7,6,0,4,1,1,0.72,0.6818,0.66,0.1343,8,144,152
13443,19-07-2012,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,23,450,473
13444,19-07-2012,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,32,625,657
13445,19-07-2012,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,36,282,318
13446,19-07-2012,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.194,41,157,198
13447,19-07-2012,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,54,162,216
13448,19-07-2012,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,59,215,274
13449,19-07-2012,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,74,180,254
13450,19-07-2012,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,46,151,197
13451,19-07-2012,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,66,226,292
13452,19-07-2012,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,70,288,358
13453,19-07-2012,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0,93,678,771
13454,19-07-2012,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,93,684,777
13455,19-07-2012,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,53,480,533
13456,19-07-2012,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,65,440,505
13457,19-07-2012,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,38,294,332
13458,19-07-2012,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,6,62,68
13459,19-07-2012,3,1,7,23,0,4,1,3,0.66,0.5909,0.89,0.2239,3,62,65
13460,20-07-2012,3,1,7,0,0,5,1,3,0.66,0.5909,0.89,0.0896,2,32,34
13461,20-07-2012,3,1,7,1,0,5,1,1,0.66,0.5909,0.89,0.1343,2,9,11
13462,20-07-2012,3,1,7,2,0,5,1,2,0.66,0.5909,0.89,0.0896,5,14,19
13463,20-07-2012,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,7,29,36
13464,20-07-2012,3,1,7,4,0,5,1,2,0.66,0.5909,0.89,0.1642,3,6,9
13465,20-07-2012,3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,2,40,42
13466,20-07-2012,3,1,7,6,0,5,1,2,0.66,0.5909,0.89,0.1642,3,123,126
13467,20-07-2012,3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.194,14,346,360
13468,20-07-2012,3,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,39,652,691
13469,20-07-2012,3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,45,328,373
13470,20-07-2012,3,1,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,51,182,233
13471,20-07-2012,3,1,7,11,0,5,1,3,0.72,0.697,0.74,0.194,51,161,212
13472,20-07-2012,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,274
13473,20-07-2012,3,1,7,13,0,5,1,3,0.68,0.6364,0.83,0.1045,20,136,156
13474,20-07-2012,3,1,7,14,0,5,1,3,0.7,0.6667,0.84,0.1642,53,176,229
13475,20-07-2012,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985,47,169,216
13476,20-07-2012,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,70,366,436
13477,20-07-2012,3,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,95,620,715
13478,20-07-2012,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,622
13479,20-07-2012,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,44,358,402
13480,20-07-2012,3,1,7,20,0,5,1,3,0.64,0.5758,0.83,0.3881,35,216,251
13481,20-07-2012,3,1,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,14,108,122
13482,20-07-2012,3,1,7,22,0,5,1,2,0.62,0.5758,0.83,0.194,13,122,135
13483,20-07-2012,3,1,7,23,0,5,1,2,0.62,0.5758,0.83,0.2836,18,148,166
13484,21-07-2012,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,11,92,103
13485,21-07-2012,3,1,7,1,0,6,0,2,0.62,0.5758,0.83,0.2537,10,62,72
13486,21-07-2012,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,5,55,60
13487,21-07-2012,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,7,18,25
13488,21-07-2012,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,11,5,16
13489,21-07-2012,3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537,7,10,17
13490,21-07-2012,3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,3,12,15
13491,21-07-2012,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,8,29,37
13492,21-07-2012,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,18,94,112
13493,21-07-2012,3,1,7,9,0,6,0,2,0.58,0.5455,0.83,0.194,32,175,207
13494,21-07-2012,3,1,7,10,0,6,0,3,0.58,0.5455,0.88,0.2537,49,219,268
13495,21-07-2012,3,1,7,11,0,6,0,2,0.6,0.5606,0.83,0.2537,80,225,305
13496,21-07-2012,3,1,7,12,0,6,0,3,0.6,0.5606,0.83,0.2239,156,301,457
13497,21-07-2012,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,106,248,354
13498,21-07-2012,3,1,7,14,0,6,0,2,0.6,0.5455,0.88,0.2537,121,222,343
13499,21-07-2012,3,1,7,15,0,6,0,3,0.6,0.5455,0.88,0.2537,148,232,380
13500,21-07-2012,3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.194,130,196,326
13501,21-07-2012,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,92,149,241
13502,21-07-2012,3,1,7,18,0,6,0,2,0.6,0.5455,0.88,0.194,51,126,177
13503,21-07-2012,3,1,7,19,0,6,0,2,0.6,0.5455,0.88,0.1642,67,171,238
13504,21-07-2012,3,1,7,20,0,6,0,3,0.6,0.5455,0.88,0.1642,51,163,214
13505,21-07-2012,3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,29,134,163
13506,21-07-2012,3,1,7,22,0,6,0,2,0.6,0.5455,0.88,0.1045,40,140,180
13507,21-07-2012,3,1,7,23,0,6,0,2,0.6,0.5455,0.88,0,32,117,149
13508,22-07-2012,3,1,7,0,0,0,0,2,0.6,0.5455,0.88,0.1045,17,96,113
13509,22-07-2012,3,1,7,1,0,0,0,2,0.6,0.5455,0.88,0.1642,31,99,130
13510,22-07-2012,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,32,90,122
13511,22-07-2012,3,1,7,3,0,0,0,2,0.6,0.5455,0.88,0.1045,13,30,43
13512,22-07-2012,3,1,7,4,0,0,0,1,0.6,0.5455,0.88,0,6,10,16
13513,22-07-2012,3,1,7,5,0,0,0,1,0.6,0.5455,0.88,0,0,6,6
13514,22-07-2012,3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896,5,14,19
13515,22-07-2012,3,1,7,7,0,0,0,2,0.62,0.5758,0.83,0,13,25,38
13516,22-07-2012,3,1,7,8,0,0,0,2,0.64,0.5909,0.78,0,31,122,153
13517,22-07-2012,3,1,7,9,0,0,0,2,0.66,0.6212,0.69,0,79,179,258
13518,22-07-2012,3,1,7,10,0,0,0,2,0.66,0.6212,0.74,0,114,265,379
13519,22-07-2012,3,1,7,11,0,0,0,2,0.66,0.6212,0.74,0,191,314,505
13520,22-07-2012,3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,178,326,504
13521,22-07-2012,3,1,7,13,0,0,0,2,0.7,0.6515,0.65,0.0896,238,388,626
13522,22-07-2012,3,1,7,14,0,0,0,1,0.72,0.6818,0.66,0.1045,256,360,616
13523,22-07-2012,3,1,7,15,0,0,0,1,0.72,0.6818,0.66,0.1045,254,370,624
13524,22-07-2012,3,1,7,16,0,0,0,1,0.74,0.697,0.66,0.1045,245,383,628
13525,22-07-2012,3,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,188,368,556
13526,22-07-2012,3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,173,342,515
13527,22-07-2012,3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,180,342,522
13528,22-07-2012,3,1,7,20,0,0,0,1,0.7,0.6667,0.74,0.1642,124,254,378
13529,22-07-2012,3,1,7,21,0,0,0,1,0.7,0.6667,0.79,0.1045,88,257,345
13530,22-07-2012,3,1,7,22,0,0,0,1,0.7,0.6667,0.74,0.194,55,136,191
13531,22-07-2012,3,1,7,23,0,0,0,1,0.68,0.6364,0.79,0.1642,33,90,123
13532,23-07-2012,3,1,7,0,0,1,1,1,0.66,0.5909,0.89,0.0896,11,36,47
13533,23-07-2012,3,1,7,1,0,1,1,1,0.66,0.5909,0.89,0.194,7,20,27
13534,23-07-2012,3,1,7,2,0,1,1,2,0.66,0.5909,0.94,0.0896,3,14,17
13535,23-07-2012,3,1,7,3,0,1,1,2,0.66,0.5909,0.94,0.0896,0,2,2
13536,23-07-2012,3,1,7,4,0,1,1,2,0.66,0.5909,0.94,0.1343,0,8,8
13537,23-07-2012,3,1,7,5,0,1,1,2,0.66,0.5909,0.94,0.1343,3,48,51
13538,23-07-2012,3,1,7,6,0,1,1,2,0.68,0.6364,0.89,0.0896,9,148,157
13539,23-07-2012,3,1,7,7,0,1,1,1,0.7,0.6667,0.84,0.1343,17,404,421
13540,23-07-2012,3,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,47,691,738
13541,23-07-2012,3,1,7,9,0,1,1,2,0.74,0.7121,0.74,0.1343,57,288,345
13542,23-07-2012,3,1,7,10,0,1,1,2,0.78,0.7424,0.62,0,63,137,200
13543,23-07-2012,3,1,7,11,0,1,1,2,0.8,0.7424,0.52,0.1642,69,129,198
13544,23-07-2012,3,1,7,12,0,1,1,2,0.8,0.7424,0.52,0.1642,109,205,314
13545,23-07-2012,3,1,7,13,0,1,1,2,0.8,0.7424,0.52,0.1045,64,176,240
13546,23-07-2012,3,1,7,14,0,1,1,2,0.78,0.7424,0.59,0.1642,82,189,271
13547,23-07-2012,3,1,7,15,0,1,1,1,0.8,0.7576,0.55,0.194,76,205,281
13548,23-07-2012,3,1,7,16,0,1,1,1,0.82,0.7727,0.52,0.1343,111,346,457
13549,23-07-2012,3,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,87,760,847
13550,23-07-2012,3,1,7,18,0,1,1,1,0.82,0.7576,0.46,0.1045,69,672,741
13551,23-07-2012,3,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,94,488,582
13552,23-07-2012,3,1,7,20,0,1,1,1,0.76,0.7121,0.62,0.1642,56,347,403
13553,23-07-2012,3,1,7,21,0,1,1,1,0.76,0.7121,0.62,0.194,45,251,296
13554,23-07-2012,3,1,7,22,0,1,1,1,0.74,0.6818,0.62,0.194,40,169,209
13555,23-07-2012,3,1,7,23,0,1,1,1,0.72,0.6818,0.66,0.1642,16,98,114
13556,24-07-2012,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,12,52,64
13557,24-07-2012,3,1,7,1,0,2,1,1,0.68,0.6364,0.79,0.1642,7,10,17
13558,24-07-2012,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,6,10,16
13559,24-07-2012,3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.1642,1,5,6
13560,24-07-2012,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6,6
13561,24-07-2012,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1045,5,45,50
13562,24-07-2012,3,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,17,173,190
13563,24-07-2012,3,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,24,492,516
13564,24-07-2012,3,1,7,8,0,2,1,1,0.74,0.697,0.7,0.194,49,694,743
13565,24-07-2012,3,1,7,9,0,2,1,1,0.84,0.803,0.53,0,40,299,339
13566,24-07-2012,3,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985,62,156,218
13567,24-07-2012,3,1,7,11,0,2,1,2,0.84,0.803,0.53,0.3284,45,156,201
13568,24-07-2012,3,1,7,12,0,2,1,2,0.82,0.7879,0.56,0.2239,60,169,229
13569,24-07-2012,3,1,7,13,0,2,1,2,0.84,0.803,0.53,0.2985,73,200,273
13570,24-07-2012,3,1,7,14,0,2,1,2,0.84,0.803,0.53,0.2239,48,196,244
13571,24-07-2012,3,1,7,15,0,2,1,1,0.82,0.7727,0.49,0.2985,73,212,285
13572,24-07-2012,3,1,7,16,0,2,1,1,0.8,0.7576,0.55,0.2985,86,369,455
13573,24-07-2012,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,94,775,869
13574,24-07-2012,3,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,110,767,877
13575,24-07-2012,3,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,109,523,632
13576,24-07-2012,3,1,7,20,0,2,1,1,0.74,0.697,0.66,0.1642,85,438,523
13577,24-07-2012,3,1,7,21,0,2,1,1,0.74,0.697,0.66,0.2239,53,325,378
13578,24-07-2012,3,1,7,22,0,2,1,1,0.74,0.697,0.66,0.2537,43,226,269
13579,24-07-2012,3,1,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,38,154,192
13580,25-07-2012,3,1,7,0,0,3,1,1,0.72,0.6667,0.58,0.2985,9,57,66
13581,25-07-2012,3,1,7,1,0,3,1,1,0.7,0.6515,0.58,0.194,2,26,28
13582,25-07-2012,3,1,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,1,11,12
13583,25-07-2012,3,1,7,3,0,3,1,1,0.66,0.6212,0.65,0.2239,1,11,12
13584,25-07-2012,3,1,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,0,4,4
13585,25-07-2012,3,1,7,5,0,3,1,1,0.64,0.6061,0.65,0.1642,5,54,59
13586,25-07-2012,3,1,7,6,0,3,1,1,0.64,0.6061,0.65,0.194,11,179,190
13587,25-07-2012,3,1,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,34,473,507
13588,25-07-2012,3,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,43,745,788
13589,25-07-2012,3,1,7,9,0,3,1,1,0.72,0.6515,0.37,0.2985,65,277,342
13590,25-07-2012,3,1,7,10,0,3,1,1,0.74,0.6515,0.37,0,68,163,231
13591,25-07-2012,3,1,7,11,0,3,1,1,0.76,0.6667,0.33,0,79,202,281
13592,25-07-2012,3,1,7,12,0,3,1,1,0.76,0.6667,0.33,0,77,233,310
13593,25-07-2012,3,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,81,231,312
13594,25-07-2012,3,1,7,14,0,3,1,1,0.8,0.697,0.29,0.1343,88,159,247
13595,25-07-2012,3,1,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,94,223,317
13596,25-07-2012,3,1,7,16,0,3,1,1,0.8,0.697,0.29,0.1642,91,393,484
13597,25-07-2012,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0,130,783,913
13598,25-07-2012,3,1,7,18,0,3,1,1,0.8,0.697,0.27,0.1343,104,787,891
13599,25-07-2012,3,1,7,19,0,3,1,1,0.76,0.6667,0.33,0.1343,116,582,698
13600,25-07-2012,3,1,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642,106,461,567
13601,25-07-2012,3,1,7,21,0,3,1,1,0.72,0.6515,0.45,0.1343,71,326,397
13602,25-07-2012,3,1,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,55,223,278
13603,25-07-2012,3,1,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985,52,187,239
13604,26-07-2012,3,1,7,0,0,4,1,1,0.66,0.6212,0.65,0.194,27,65,92
13605,26-07-2012,3,1,7,1,0,4,1,1,0.66,0.6212,0.65,0.2239,6,23,29
13606,26-07-2012,3,1,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,5,16,21
13607,26-07-2012,3,1,7,3,0,4,1,1,0.66,0.6212,0.69,0.2239,0,8,8
13608,26-07-2012,3,1,7,4,0,4,1,1,0.66,0.6212,0.74,0.194,0,4,4
13609,26-07-2012,3,1,7,5,0,4,1,1,0.66,0.6212,0.74,0.194,2,40,42
13610,26-07-2012,3,1,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,16,165,181
13611,26-07-2012,3,1,7,7,0,4,1,1,0.7,0.6667,0.74,0.2537,17,478,495
13612,26-07-2012,3,1,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,49,680,729
13613,26-07-2012,3,1,7,9,0,4,1,2,0.72,0.6818,0.7,0.1343,55,289,344
13614,26-07-2012,3,1,7,10,0,4,1,1,0.74,0.697,0.7,0.2239,79,143,222
13615,26-07-2012,3,1,7,11,0,4,1,1,0.8,0.803,0.66,0.2239,69,143,212
13616,26-07-2012,3,1,7,12,0,4,1,1,0.84,0.8182,0.56,0.2537,73,206,279
13617,26-07-2012,3,1,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,53,189,242
13618,26-07-2012,3,1,7,14,0,4,1,1,0.9,0.8788,0.47,0.2537,62,151,213
13619,26-07-2012,3,1,7,15,0,4,1,1,0.92,0.8939,0.42,0.2985,65,173,238
13620,26-07-2012,3,1,7,16,0,4,1,1,0.94,0.8788,0.38,0.3881,62,312,374
13621,26-07-2012,3,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,110,628,738
13622,26-07-2012,3,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,73,615,688
13623,26-07-2012,3,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,80,534,614
13624,26-07-2012,3,1,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,47,399,446
13625,26-07-2012,3,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,35,236,271
13626,26-07-2012,3,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,33,201,234
13627,26-07-2012,3,1,7,23,0,4,1,1,0.72,0.6818,0.7,0.1343,18,127,145
13628,27-07-2012,3,1,7,0,0,5,1,1,0.72,0.6818,0.7,0,14,83,97
13629,27-07-2012,3,1,7,1,0,5,1,1,0.72,0.6818,0.7,0.1045,12,42,54
13630,27-07-2012,3,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,8,18,26
13631,27-07-2012,3,1,7,3,0,5,1,1,0.7,0.6667,0.74,0.1642,3,9,12
13632,27-07-2012,3,1,7,4,0,5,1,1,0.7,0.6667,0.79,0,3,5,8
13633,27-07-2012,3,1,7,5,0,5,1,1,0.7,0.6667,0.84,0,3,34,37
13634,27-07-2012,3,1,7,6,0,5,1,1,0.7,0.6667,0.79,0,10,129,139
13635,27-07-2012,3,1,7,7,0,5,1,1,0.72,0.6818,0.7,0.194,13,397,410
13636,27-07-2012,3,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,34,642,676
13637,27-07-2012,3,1,7,9,0,5,1,1,0.82,0.7727,0.49,0.2836,34,329,363
13638,27-07-2012,3,1,7,10,0,5,1,1,0.84,0.7727,0.47,0,85,146,231
13639,27-07-2012,3,1,7,11,0,5,1,1,0.84,0.7727,0.47,0.3284,67,184,251
13640,27-07-2012,3,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,92,207,299
13641,27-07-2012,3,1,7,13,0,5,1,1,0.84,0.7727,0.47,0.2836,83,231,314
13642,27-07-2012,3,1,7,14,0,5,1,1,0.86,0.803,0.47,0.2985,105,221,326
13643,27-07-2012,3,1,7,15,0,5,1,1,0.86,0.7879,0.41,0.2239,81,242,323
13644,27-07-2012,3,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,80,419,499
13645,27-07-2012,3,1,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,101,598,699
13646,27-07-2012,3,1,7,18,0,5,1,1,0.82,0.7576,0.46,0.1642,100,522,622
13647,27-07-2012,3,1,7,19,0,5,1,1,0.82,0.7727,0.52,0.194,93,423,516
13648,27-07-2012,3,1,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045,85,269,354
13649,27-07-2012,3,1,7,21,0,5,1,1,0.78,0.7424,0.59,0.1045,71,189,260
13650,27-07-2012,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151,199
13651,27-07-2012,3,1,7,23,0,5,1,1,0.76,0.7273,0.66,0,34,155,189
13652,28-07-2012,3,1,7,0,0,6,0,1,0.74,0.6818,0.62,0.1343,21,170,191
13653,28-07-2012,3,1,7,1,0,6,0,1,0.72,0.6818,0.7,0.0896,11,69,80
13654,28-07-2012,3,1,7,2,0,6,0,1,0.72,0.6818,0.7,0,14,76,90
13655,28-07-2012,3,1,7,3,0,6,0,1,0.72,0.6818,0.7,0,10,33,43
13656,28-07-2012,3,1,7,4,0,6,0,1,0.7,0.6667,0.79,0.194,1,10,11
13657,28-07-2012,3,1,7,5,0,6,0,1,0.68,0.6364,0.79,0.1642,4,10,14
13658,28-07-2012,3,1,7,6,0,6,0,1,0.7,0.6515,0.7,0.1045,10,40,50
13659,28-07-2012,3,1,7,7,0,6,0,1,0.72,0.6818,0.7,0.1343,18,58,76
13660,28-07-2012,3,1,7,8,0,6,0,1,0.74,0.697,0.66,0.1642,36,127,163
13661,28-07-2012,3,1,7,9,0,6,0,1,0.78,0.7424,0.59,0.1045,110,227,337
13662,28-07-2012,3,1,7,10,0,6,0,1,0.82,0.7727,0.52,0.2239,129,266,395
13663,28-07-2012,3,1,7,11,0,6,0,1,0.84,0.7424,0.39,0.2239,162,295,457
13664,28-07-2012,3,1,7,12,0,6,0,1,0.84,0.7576,0.41,0.2239,157,330,487
13665,28-07-2012,3,1,7,13,0,6,0,1,0.86,0.7879,0.41,0.2836,173,325,498
13666,28-07-2012,3,1,7,14,0,6,0,1,0.86,0.7727,0.39,0.2537,186,308,494
13667,28-07-2012,3,1,7,15,0,6,0,1,0.88,0.7727,0.32,0.2836,206,291,497
13668,28-07-2012,3,1,7,16,0,6,0,1,0.86,0.7727,0.39,0.2239,208,279,487
13669,28-07-2012,3,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.194,199,280,479
13670,28-07-2012,3,1,7,18,0,6,0,1,0.82,0.7424,0.43,0.2836,151,330,481
13671,28-07-2012,3,1,7,19,0,6,0,1,0.68,0.6364,0.83,0,115,223,338
13672,28-07-2012,3,1,7,20,0,6,0,1,0.66,0.6061,0.83,0.2239,79,154,233
13673,28-07-2012,3,1,7,21,0,6,0,1,0.66,0.6061,0.78,0.0896,94,206,300
13674,28-07-2012,3,1,7,22,0,6,0,1,0.66,0.6061,0.78,0.0896,88,188,276
13675,28-07-2012,3,1,7,23,0,6,0,1,0.66,0.6061,0.83,0.0896,52,156,208
13676,29-07-2012,3,1,7,0,0,0,0,1,0.66,0.5909,0.89,0.1343,59,129,188
13677,29-07-2012,3,1,7,1,0,0,0,1,0.66,0.6061,0.83,0.1045,49,109,158
13678,29-07-2012,3,1,7,2,0,0,0,1,0.66,0.6212,0.74,0.1343,33,79,112
13679,29-07-2012,3,1,7,3,0,0,0,1,0.66,0.6212,0.69,0.2239,18,37,55
13680,29-07-2012,3,1,7,4,0,0,0,1,0.64,0.6061,0.69,0.194,2,11,13
13681,29-07-2012,3,1,7,5,0,0,0,1,0.62,0.5909,0.78,0.194,3,14,17
13682,29-07-2012,3,1,7,6,0,0,0,1,0.64,0.6061,0.73,0.1642,6,12,18
13683,29-07-2012,3,1,7,7,0,0,0,1,0.66,0.6212,0.69,0.2537,4,36,40
13684,29-07-2012,3,1,7,8,0,0,0,1,0.7,0.6515,0.65,0.2239,37,90,127
13685,29-07-2012,3,1,7,9,0,0,0,1,0.72,0.6818,0.62,0.2537,64,162,226
13686,29-07-2012,3,1,7,10,0,0,0,1,0.74,0.6818,0.62,0,123,258,381
13687,29-07-2012,3,1,7,11,0,0,0,1,0.76,0.697,0.55,0.2239,183,326,509
13688,29-07-2012,3,1,7,12,0,0,0,1,0.76,0.697,0.55,0.3284,154,357,511
13689,29-07-2012,3,1,7,13,0,0,0,1,0.8,0.7424,0.49,0.2239,181,302,483
13690,29-07-2012,3,1,7,14,0,0,0,1,0.8,0.7273,0.46,0.194,231,291,522
13691,29-07-2012,3,1,7,15,0,0,0,1,0.8,0.7273,0.43,0.1343,195,306,501
13692,29-07-2012,3,1,7,16,0,0,0,1,0.8,0.7273,0.43,0.1343,191,330,521
13693,29-07-2012,3,1,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,164,367,531
13694,29-07-2012,3,1,7,18,0,0,0,1,0.8,0.7121,0.41,0.2985,117,302,419
13695,29-07-2012,3,1,7,19,0,0,0,1,0.76,0.697,0.55,0.1642,143,300,443
13696,29-07-2012,3,1,7,20,0,0,0,1,0.74,0.697,0.66,0.1045,75,228,303
13697,29-07-2012,3,1,7,21,0,0,0,1,0.72,0.6818,0.7,0.1343,72,199,271
13698,29-07-2012,3,1,7,22,0,0,0,1,0.7,0.6515,0.7,0.1045,31,117,148
13699,29-07-2012,3,1,7,23,0,0,0,1,0.7,0.6515,0.7,0,18,82,100
13700,30-07-2012,3,1,7,0,0,1,1,1,0.7,0.6667,0.74,0.0896,12,46,58
13701,30-07-2012,3,1,7,1,0,1,1,1,0.7,0.6667,0.74,0,4,15,19
13702,30-07-2012,3,1,7,2,0,1,1,1,0.68,0.6364,0.74,0,2,6,8
13703,30-07-2012,3,1,7,3,0,1,1,1,0.66,0.6061,0.83,0,0,3,3
13704,30-07-2012,3,1,7,4,0,1,1,1,0.66,0.6061,0.83,0,0,5,5
13705,30-07-2012,3,1,7,5,0,1,1,1,0.66,0.6061,0.83,0.1045,4,43,47
13706,30-07-2012,3,1,7,6,0,1,1,1,0.66,0.6061,0.83,0.1642,6,155,161
13707,30-07-2012,3,1,7,7,0,1,1,1,0.7,0.6667,0.79,0.0896,14,455,469
13708,30-07-2012,3,1,7,8,0,1,1,2,0.72,0.697,0.74,0.1045,31,720,751
13709,30-07-2012,3,1,7,9,0,1,1,2,0.74,0.697,0.7,0,34,259,293
13710,30-07-2012,3,1,7,10,0,1,1,2,0.74,0.697,0.66,0.2239,54,135,189
13711,30-07-2012,3,1,7,11,0,1,1,2,0.78,0.7273,0.55,0.1343,69,146,215
13712,30-07-2012,3,1,7,12,0,1,1,2,0.76,0.7121,0.58,0.1045,77,201,278
13713,30-07-2012,3,1,7,13,0,1,1,1,0.8,0.7424,0.49,0.1642,57,169,226
13714,30-07-2012,3,1,7,14,0,1,1,1,0.8,0.7424,0.49,0.2239,87,167,254
13715,30-07-2012,3,1,7,15,0,1,1,1,0.8,0.7424,0.49,0.2537,51,185,236
13716,30-07-2012,3,1,7,16,0,1,1,1,0.8,0.7424,0.49,0.2836,88,337,425
13717,30-07-2012,3,1,7,17,0,1,1,1,0.76,0.697,0.55,0.3284,62,765,827
13718,30-07-2012,3,1,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,77,735,812
13719,30-07-2012,3,1,7,19,0,1,1,1,0.82,0.7727,0.52,0.1642,81,584,665
13720,30-07-2012,3,1,7,20,0,1,1,1,0.72,0.6818,0.7,0.2239,78,384,462
13721,30-07-2012,3,1,7,21,0,1,1,1,0.72,0.6818,0.7,0.194,71,251,322
